SIREN_EPCI,SURFACE,VOLUME (m3∙ha-1),STOCK_CARBONE (tC),STOCK_CARBONE (tC∙ha-1),PRODUCTION (m3∙ha-1∙an-1),PRELEVEMENT (m3∙ha-1∙an-1),MORTALITE (m3∙ha-1∙an-1),TX_PRELEV,BILAN_M3 (m3∙ha-1∙an-1),BILAN_CARB (tC∙an-1),BILAN_CARB (tC∙ha-1∙an-1),BILAN_CO2 (tCO2∙an-1),BILAN_CO2_HA (tCO2∙ha-1∙an-1),Fexp (VOL -> CARB)
200017846,80.6,169.993356073029,4294.45711945976,53.2811057004933,11.7132480463195,8.27472810333358,0.807804643669167,0.758770441312146,2.6307152993167,81.2811849157334,1.00845142575352,-298.031011357689,-3.69765522776289,0.313430518293926
200018083,152.3,169.993356073029,8114.71239818512,53.2811057004933,11.7132480463195,8.27472810333358,0.807804643669167,0.758770441312146,2.6307152993167,153.58715214226,1.00845142575352,-563.152891188288,-3.69765522776289,0.313430518293926
200018166,354.2,174.493316637929,18346.4419546663,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,361.48344718495,1.02056309199591,-1325.43930634482,-3.74206467065165,0.296841417546553
200018406,277.1,160.945551674391,14488.4064371153,52.2858406247393,12.8582709104711,6.52872744375938,0.410754628565202,0.524500414050452,5.91878883814651,531.273578663594,1.91726300492095,-1948.00312176651,-7.0299643513768,0.324866640182257
200018521,59.6,160.945551674391,3116.23610123446,52.2858406247393,12.8582709104711,6.52872744375938,0.410754628565202,0.524500414050452,5.91878883814651,114.268875093288,1.91726300492095,-418.985875342057,-7.0299643513768,0.324866640182257
200022986,3,174.493316637929,155.390530389607,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,3.06168927598772,1.02056309199591,-11.226194011955,-3.74206467065165,0.296841417546553
200023075,1.6,168.50839466857,86.6775054989173,54.1734409368233,12.3758885485787,8.20555534954003,0.499704116971794,0.690925220704897,3.67062908206683,1.68585773188293,1.05366108242683,-6.18147835023741,-3.86342396889838,0.321488083981657
200023125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200023240,21.7,169.993356073029,1156.1999937007,53.2811057004933,11.7132480463195,8.27472810333358,0.807804643669167,0.758770441312146,2.6307152993167,21.8833959388513,1.00845142575352,-80.2391184424547,-3.69765522776289,0.313430518293926
200023299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200023307,343.2,174.493316637929,17776.676676571,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,350.257253172995,1.02056309199591,-1284.27659496765,-3.74206467065165,0.296841417546553
200023372,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200023414,81.7,169.993356073029,4353.0663357303,53.2811057004933,11.7132480463195,8.27472810333358,0.807804643669167,0.758770441312145,2.6307152993167,82.3904814840623,1.00845142575352,-302.098432108228,-3.69765522776289,0.313430518293926
200023620,36.9,174.493316637929,1911.30352379217,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,37.6587780946489,1.02056309199591,-138.082186347046,-3.74206467065165,0.296841417546553
200023620,36.9,174.493316637929,1911.30352379217,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,37.6587780946489,1.02056309199591,-138.082186347046,-3.74206467065165,0.296841417546553
200023737,56.4,174.493316637929,2921.34197132461,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,57.5597583885691,1.02056309199591,-211.052447424753,-3.74206467065165,0.296841417546553
200023778,107.7,160.945551674391,5631.18503528443,52.2858406247394,12.8582709104711,6.52872744375938,0.410754628565202,0.524500414050452,5.91878883814651,206.489225629986,1.91726300492095,-757.127160643281,-7.0299643513768,0.324866640182257
200023794,96.5,174.493316637929,4998.39539419902,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,98.4843383776049,1.02056309199591,-361.109240717884,-3.74206467065165,0.296841417546553
200023919,8.6,169.993356073029,458.217509024242,53.2811057004933,11.7132480463195,8.27472810333358,0.807804643669167,0.758770441312145,2.6307152993167,8.67268226148024,1.00845142575352,-31.7998349587609,-3.69765522776289,0.313430518293926
200026573,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200027027,17.4,160.945551674391,909.773626870465,52.2858406247393,12.8582709104711,6.52872744375938,0.410754628565202,0.524500414050452,5.91878883814651,33.3603762856245,1.91726300492095,-122.321379713956,-7.0299643513768,0.324866640182257
200027076,95.5,160.945551674391,4993.29777966261,52.2858406247394,12.8582709104711,6.52872744375938,0.410754628565202,0.524500414050452,5.91878883814651,183.09861696995,1.91726300492095,-671.361595556484,-7.0299643513768,0.324866640182257
200027100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200027183,5.4,174.493316637929,279.702954701293,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,5.51104069677789,1.02056309199591,-20.2071492215189,-3.74206467065165,0.296841417546553
200027217,102.6,174.493316637929,5314.35613932456,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,104.70977323878,1.02056309199591,-383.93583520886,-3.74206467065165,0.296841417546553
200027308,38.4,168.50839466857,2080.26013197401,54.1734409368233,12.3758885485787,8.20555534954003,0.499704116971794,0.690925220704897,3.67062908206683,40.4605855651903,1.05366108242683,-148.355480405698,-3.86342396889838,0.321488083981657
200029734,389.5,174.493316637929,20174.8705289173,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,397.509324332405,1.02056309199591,-1457.53418921882,-3.74206467065165,0.296841417546553
200029999,1.4,174.493316637929,72.5155808484833,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,1.42878832879427,1.02056309199591,-5.23889053891231,-3.74206467065165,0.296841417546553
200030195,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200030385,828.3,160.945551674391,43308.3617894716,52.2858406247394,12.8582709104711,6.52872744375938,0.410754628565202,0.524500414050452,5.91878883814651,1588.06894697602,1.91726300492095,-5822.91947224541,-7.0299643513768,0.324866640182257
200030435,167.4,174.493316637929,8670.79159574007,51.7968434632024,17.9543779775962,14.1132023719751,0.225034211738079,0.796036365381627,3.61614139388303,170.842261600115,1.02056309199591,-626.421625867087,-3.74206467065165,0.296841417546553
200030435,167.4,174.493316637929,8670.79159574007,51.7968434632024,17.9543779775962,14.1132023719751,0.225034211738079,0.796036365381627,3.61614139388303,170.842261600115,1.02056309199591,-626.421625867087,-3.74206467065165,0.296841417546553
200030526,82,168.50839466857,4442.22215681951,54.1734409368233,12.3758885485787,8.20555534954003,0.499704116971794,0.690925220704897,3.67062908206683,86.4002087590001,1.05366108242683,-316.800765449667,-3.86342396889838,0.321488083981657
200030526,82,168.50839466857,4442.22215681951,54.1734409368233,12.3758885485787,8.20555534954003,0.499704116971794,0.690925220704897,3.67062908206683,86.4002087590001,1.05366108242683,-316.800765449667,-3.86342396889838,0.321488083981657
200030633,304.8,169.993356073029,16240.0810175103,53.2811057004933,11.7132480463195,8.27472810333359,0.807804643669167,0.758770441312145,2.6307152993167,307.375994569672,1.00845142575352,-1127.04531342213,-3.69765522776289,0.313430518293926
200030658,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200030674,2495.3,174.493316637929,129248.663493729,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,2546.61108345738,1.02056309199591,-9337.57397267707,-3.74206467065165,0.296841417546553
200032514,170.5,160.945551674391,8914.73582651806,52.2858406247393,12.8582709104711,6.52872744375938,0.410754628565202,0.524500414050452,5.91878883814651,326.893342339021,1.91726300492095,-1198.60892190974,-7.0299643513768,0.324866640182257
200033025,53.5,168.50839466857,2898.27909012005,54.1734409368233,12.3758885485787,8.20555534954003,0.499704116971794,0.690925220704897,3.67062908206683,56.3708679098355,1.05366108242683,-206.693182336063,-3.86342396889838,0.321488083981657
200033090,121.3,169.993356073029,6462.99812146983,53.2811057004933,11.7132480463195,8.27472810333358,0.807804643669167,0.758770441312145,2.6307152993167,122.325157943901,1.00845142575352,-448.525579127639,-3.69765522776289,0.313430518293926
200033116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200033173,17.5,169.993356073029,932.419349758632,53.2811057004933,11.7132480463195,8.27472810333358,0.807804643669167,0.758770441312145,2.6307152993167,17.6478999506865,1.00845142575352,-64.7089664858506,-3.69765522776289,0.313430518293926
200033181,147.4,160.945551674391,7706.93290808658,52.2858406247393,12.8582709104711,6.52872744375938,0.410754628565202,0.524500414050452,5.91878883814651,282.604566925347,1.91726300492095,-1036.21674539294,-7.0299643513768,0.324866640182257
200033207,264.1,160.945551674391,13808.6905089937,52.2858406247393,12.8582709104711,6.52872744375938,0.410754628565202,0.524500414050452,5.91878883814651,506.349159599622,1.91726300492095,-1856.61358519861,-7.0299643513768,0.324866640182257
200033298,376.7,160.945551674391,19696.0761633393,52.2858406247393,12.8582709104711,6.52872744375938,0.410754628565202,0.524500414050452,5.91878883814651,722.23297395372,1.91726300492095,-2648.18757116364,-7.0299643513768,0.324866640182257
200033579,87.1,169.993356073029,4640.78430651296,53.2811057004933,11.7132480463195,8.27472810333358,0.807804643669167,0.758770441312145,2.6307152993167,87.8361191831312,1.00845142575352,-322.065770338148,-3.69765522776289,0.313430518293925
200033827,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200033868,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200034023,14.3,174.493316637929,740.694861523793,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,14.5940522155414,1.02056309199591,-53.5115247903187,-3.74206467065165,0.296841417546553
200034023,14.3,174.493316637929,740.694861523793,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,14.5940522155414,1.02056309199591,-53.5115247903187,-3.74206467065165,0.296841417546553
200034031,6,174.493316637929,310.781060779214,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,6.12337855197543,1.02056309199591,-22.4523880239099,-3.74206467065165,0.296841417546553
200034049,2.9,174.493316637929,150.210846043287,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,2.95963296678813,1.02056309199591,-10.8519875448898,-3.74206467065165,0.296841417546553
200034056,38,174.493316637929,1968.28005160169,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,38.7813974958444,1.02056309199591,-142.198457484763,-3.74206467065165,0.296841417546553
200034064,55.5,174.493316637929,2874.72481220773,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,56.6412516057728,1.02056309199591,-207.684589221167,-3.74206467065165,0.296841417546553
200034098,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200034130,7.8,169.993356073029,415.592624463847,53.2811057004933,11.7132480463195,8.27472810333358,0.807804643669167,0.758770441312145,2.6307152993167,7.86592112087742,1.00845142575352,-28.8417107765506,-3.69765522776289,0.313430518293926
200034197,254,174.493316637929,13156.3982396534,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,259.22302536696,1.02056309199591,-950.48442634552,-3.74206467065165,0.296841417546553
200034205,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200034270,15.4,168.50839466857,834.270990427079,54.1734409368233,12.3758885485787,8.20555534954003,0.499704116971794,0.690925220704897,3.67062908206683,16.2263806693732,1.05366108242683,-59.4967291210351,-3.86342396889838,0.321488083981657
200034379,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200034411,2.8,174.493316637929,145.031161696967,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,2.85757665758854,1.02056309199591,-10.4777810778246,-3.74206467065165,0.296841417546553
200034601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200034635,3.4,168.50839466857,184.189699185199,54.1734409368233,12.3758885485787,8.20555534954003,0.499704116971794,0.690925220704897,3.67062908206683,3.58244768025123,1.05366108242683,-13.1356414942545,-3.86342396889838,0.321488083981657
200034692,4.8,174.493316637929,248.624848623371,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,4.89870284158035,1.02056309199591,-17.9619104191279,-3.74206467065165,0.296841417546553
200034700,19.5,174.493316637929,1010.03844753245,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,19.9009802939202,1.02056309199591,-72.9702610777072,-3.74206467065165,0.296841417546553
200034700,19.5,174.493316637929,1010.03844753245,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,19.9009802939202,1.02056309199591,-72.9702610777072,-3.74206467065165,0.296841417546553
200034718,1387.8,168.50839466857,75181.9013321233,54.1734409368233,12.3758885485787,8.20555534954003,0.499704116971794,0.690925220704897,3.67062908206683,1462.27085019196,1.05366108242683,-5361.65978403717,-3.86342396889838,0.321488083981657
200034726,72.9,174.493316637929,3775.98988846745,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,74.3990494065015,1.02056309199591,-272.796514490506,-3.74206467065165,0.296841417546553
200034825,7.5,174.493316637929,388.476325974017,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,7.65422318996929,1.02056309199591,-28.0654850298874,-3.74206467065165,0.296841417546553
200034833,223,174.493316637929,11550.6960922941,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,227.585569515087,1.02056309199591,-834.480421555319,-3.74206467065165,0.296841417546553
200034874,40.6,168.50839466857,2199.44170203503,54.1734409368233,12.3758885485787,8.20555534954003,0.499704116971794,0.690925220704897,3.67062908206683,42.7786399465293,1.05366108242683,-156.855013137274,-3.86342396889838,0.321488083981657
200034882,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200034957,52.3,174.493316637929,2708.97491312548,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388302,53.3754497113859,1.02056309199591,-195.709982275081,-3.74206467065165,0.296841417546553
200035087,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200035103,148.7,169.993356073029,7922.90041766335,53.2811057004933,11.7132480463195,8.27472810333358,0.807804643669167,0.758770441312145,2.6307152993167,149.956727009548,1.00845142575352,-549.841332368342,-3.69765522776289,0.313430518293925
200035111,100.1,169.993356073029,5333.43868061938,53.2811057004933,11.7132480463195,8.27472810333358,0.807804643669167,0.758770441312145,2.6307152993167,100.945987717927,1.00845142575352,-370.135288299065,-3.69765522776289,0.313430518293926
200035129,64.7,174.493316637929,3351.25577206919,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,66.0304320521351,1.02056309199591,-242.111584191162,-3.74206467065165,0.296841417546553
200035129,64.7,174.493316637929,3351.25577206919,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,66.0304320521351,1.02056309199591,-242.111584191162,-3.74206467065165,0.296841417546553
200035137,63.2,160.945551674391,3304.46512748353,52.2858406247394,12.8582709104711,6.52872744375938,0.410754628565202,0.524500414050452,5.91878883814651,121.171021911004,1.91726300492095,-444.293747007014,-7.0299643513768,0.324866640182257
200035202,12.8,174.493316637929,662.99959632899,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,13.0632075775476,1.02056309199591,-47.8984277843412,-3.74206467065165,0.296841417546553
200035319,4.4,174.493316637929,227.90611123809,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,4.49047760478199,1.02056309199591,-16.4650845508673,-3.74206467065165,0.296841417546553
200035327,116,174.493316637929,6008.43384173147,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,118.385318671525,1.02056309199591,-434.079501795592,-3.74206467065165,0.296841417546553
200035442,424.7,169.993356073029,22628.4855909995,53.2811057004932,11.7132480463195,8.27472810333358,0.807804643669167,0.758770441312146,2.6307152993167,428.289320517518,1.00845142575352,-1570.3941752309,-3.69765522776289,0.313430518293926
200035459,593.4,174.493316637929,30736.2469110643,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381627,3.61614139388303,605.60213879037,1.02056309199591,-2220.54117556469,-3.74206467065165,0.296841417546553
200035533,81.2,174.493316637929,4205.90368921203,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,82.8697230700675,1.02056309199591,-303.855651256914,-3.74206467065165,0.296841417546553
200035541,372.4,174.493316637929,19289.1445056966,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,380.057695459275,1.02056309199591,-1393.54488335068,-3.74206467065165,0.296841417546553
200035632,107,174.493316637929,5542.26225056265,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,109.200250843562,1.02056309199591,-400.400919759727,-3.74206467065165,0.296841417546553
200035665,86.7,166.856223781024,4619.47186423277,52.2978327002535,11.4970866060183,8.12202262507137,0.792897060856356,0.74476775727409,2.58216692009056,87.4327386128298,0.989841018819195,-320.586708247043,-3.62941706900371,0.307646333411915
200035707,26.7,174.493316637929,1382.9757204675,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,27.2490345562907,1.02056309199591,-99.9131267063991,-3.74206467065165,0.296841417546553
200035715,52.2,174.493316637929,2703.79522877916,51.7968434632024,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,53.2733934021863,1.02056309199591,-195.335775808016,-3.74206467065165,0.296841417546553
200035723,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200035723,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200035731,30.7,174.493316637929,1590.16309432031,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,31.3312869242743,1.02056309199591,-114.881385389006,-3.74206467065165,0.296841417546553
200035756,41.9,174.493316637929,2170.28774110818,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,42.7615935546284,1.02056309199591,-156.792509700304,-3.74206467065165,0.296841417546553
200035764,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200035772,55.3,168.50839466857,2995.79128380633,54.1734409368233,12.3758885485787,8.20555534954004,0.499704116971794,0.690925220704897,3.67062908206683,58.2674578582038,1.05366108242683,-213.64734548008,-3.86342396889838,0.321488083981657
200035814,177.8,169.993356073029,9473.3805935477,53.2811057004933,11.7132480463195,8.27472810333359,0.807804643669167,0.758770441312146,2.6307152993167,179.302663498975,1.00845142575352,-657.443099496242,-3.69765522776289,0.313430518293926
200035848,312,160.945551674391,16313.1822749187,52.2858406247393,12.8582709104711,6.52872744375938,0.410754628565202,0.524500414050452,5.91878883814651,598.186057535335,1.91726300492095,-2193.34887762956,-7.0299643513768,0.324866640182257
200035855,8.5,174.493316637929,440.27316943722,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,8.6747862819652,1.02056309199591,-31.8075497005391,-3.74206467065165,0.296841417546553
200035863,0.8,174.493316637929,41.4374747705619,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,0.816450473596724,1.02056309199591,-2.99365173652132,-3.74206467065165,0.296841417546553
200035970,79.3,169.993356073029,4225.19168204912,53.2811057004933,11.7132480463195,8.27472810333358,0.807804643669167,0.758770441312146,2.6307152993167,79.9701980622538,1.00845142575352,-293.224059561597,-3.69765522776289,0.313430518293926
200036069,244.9,169.993356073029,13048.5427860508,53.2811057004933,11.7132480463195,8.27472810333358,0.807804643669167,0.758770441312145,2.6307152993167,246.969754167036,1.00845142575352,-905.555765279132,-3.69765522776289,0.313430518293926
200036077,9.9,174.493316637929,512.788750285703,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,10.1035746107595,1.02056309199591,-37.0464402394514,-3.74206467065165,0.296841417546553
200036135,38.7,160.945551674391,2023.46203217741,52.2858406247393,12.8582709104711,6.52872744375938,0.410754628565202,0.524500414050452,5.91878883814651,74.1980782904406,1.91726300492095,-272.059620398282,-7.0299643513768,0.324866640182257
200036150,165.4,168.50839466857,8960.28713095057,54.1734409368233,12.3758885485787,8.20555534954003,0.499704116971794,0.690925220704897,3.67062908206683,174.275543033398,1.05366108242683,-639.010324455792,-3.86342396889838,0.321488083981657
200036465,16.2,168.50839466857,877.609743176537,54.1734409368233,12.3758885485787,8.20555534954004,0.499704116971795,0.690925220704897,3.67062908206683,17.0693095353147,1.05366108242683,-62.5874682961538,-3.86342396889838,0.321488083981657
200036473,433.5,174.493316637929,22453.9316412982,51.7968434632024,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381626,3.61614139388303,442.414100380225,1.02056309199591,-1622.18503472749,-3.74206467065165,0.296841417546553
200036499,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200036523,496.7,174.493316637929,25727.4921481726,51.7968434632023,17.9543779775962,14.1132023719751,0.225034211738078,0.796036365381627,3.61614139388303,506.913687794366,1.02056309199591,-1858.68352191268,-3.74206467065165,0.296841417546553
200036549,510.7,168.50839466857,27666.3762864357,54.1734409368233,12.3758885485787,8.20555534954003,0.499704116971794,0.690925220704897,3.67062908206683,538.104714795383,1.05366108242683,-1973.0506209164,-3.86342396889838,0.321488083981657
