CODGEO,LIBGEO,EPCI,LIBEPCI,NATURE_EPCI
25149,Chenecey-Buillon,242504330,CC du Canton de Quingey,CC
25150,Chevigney-sur-l'Ognon,242504504,CC des Rives de l'Ognon,CC
25151,Chevigney-lès-Vercel,242504181,CC du Pays de Pierrefontaine Vercel,CC
25152,La Chevillotte,242500361,CA du Grand Besançon,CA
25153,Chevroz,242504413,CC du Val de la Dame Blanche,CC
25154,Chouzelot,242504330,CC du Canton de Quingey,CC
25155,Cléron,242500379,CC Amancey-Loue-Lison,CC
25156,Clerval,200019008,CC du Pays de Clerval,CC
25157,La Cluse-et-Mijoux,242500338,CC du Larmont,CC
25159,Colombier-Fontaine,242504389,CC des Trois Cantons,CC
25160,Les Combes,242504116,CC du Val de Morteau,CC
25161,Consolation-Maisonnettes,242504181,CC du Pays de Pierrefontaine Vercel,CC
25162,Corcelles-Ferrières,242504421,CC du Val Saint Vitois,CC
25163,Corcelle-Mieslot,242504454,CC de la Bussière,CC
25164,Corcondray,242504421,CC du Val Saint Vitois,CC
25166,Côtebrune,242504447,CC du Pays Baumois,CC
25170,Courcelles-lès-Montbéliard,242503886,CA du Pays de Montbéliard,CA
25171,Courcelles,242504330,CC du Canton de Quingey,CC
25172,Courchapon,242504504,CC des Rives de l'Ognon,CC
25173,Cour-Saint-Maurice,242504470,CC entre Desoubre et Barbeche,CC
25174,Courtefontaine,242504397,CC de Saint Hippolyte,CC
25175,Courtetain-et-Salans,242504181,CC du Pays de Pierrefontaine Vercel,CC
25176,Courvières,242504496,CC du Plateau de Frasne et du Val de Drugeon,CC
25177,Crosey-le-Grand,242504371,CC du Vallon de Sancey,CC
25178,Crosey-le-Petit,242504371,CC du Vallon de Sancey,CC
25179,Le Crouzet,242504348,CC des Hauts du Doubs,CC
25180,Crouzet-Migette,242500379,CC Amancey-Loue-Lison,CC
25181,Cubrial,242504280,CC du Pays de Rougemont,CC
25182,Cubry,242504280,CC du Pays de Rougemont,CC
25183,Cusance,242504447,CC du Pays Baumois,CC
25184,Cuse-et-Adrisans,242504280,CC du Pays de Rougemont,CC
25185,Cussey-sur-Lison,242504330,CC du Canton de Quingey,CC
25186,Cussey-sur-l'Ognon,242504413,CC du Val de la Dame Blanche,CC
25187,Dambelin,ZZZZZZZZZ,nd,nd
25188,Dambenois,242503886,CA du Pays de Montbéliard,CA
25189,Dammartin-les-Templiers,242504439,CC de Vaîte-Aigremont,CC
25190,Dampierre-les-Bois,242503886,CA du Pays de Montbéliard,CA
25191,Dampierre-sur-le-Doubs,242504389,CC des Trois Cantons,CC
25192,Dampjoux,242504397,CC de Saint Hippolyte,CC
25193,Damprichard,200023075,CC du Pays de Maîche,CC
25194,Dannemarie,242504462,CC des Balcons du Lomont,CC
25195,Dannemarie-sur-Crète,242500361,CA du Grand Besançon,CA
25196,Dasle,242503886,CA du Pays de Montbéliard,CA
25197,Deluz,242500361,CA du Grand Besançon,CA
25198,Désandans,242504363,CC de la Vallée du Rupt,CC
25199,Déservillers,242500379,CC Amancey-Loue-Lison,CC
25200,Devecey,242504413,CC du Val de la Dame Blanche,CC
25201,Dommartin,242500338,CC du Larmont,CC
25202,Dompierre-les-Tilleuls,242504496,CC du Plateau de Frasne et du Val de Drugeon,CC
25203,Domprel,242504181,CC du Pays de Pierrefontaine Vercel,CC
25204,Doubs,242500338,CC du Larmont,CC
25207,Dung,242504363,CC de la Vallée du Rupt,CC
25208,Durnes,242504207,CC du Pays d'Ornans,CC
25209,Échay,242504330,CC du Canton de Quingey,CC
25210,Échenans,242504363,CC de la Vallée du Rupt,CC
25211,Échevannes,242504207,CC du Pays d'Ornans,CC
25212,École-Valentin,242500361,CA du Grand Besançon,CA
25213,Les Écorces,200023075,CC du Pays de Maîche,CC
25214,Écot,ZZZZZZZZZ,nd,nd
25215,L'Écouvotte,242504439,CC de Vaîte-Aigremont,CC
25216,Écurcey,242504462,CC des Balcons du Lomont,CC
25217,Émagny,242504504,CC des Rives de l'Ognon,CC
25218,Épenouse,242504181,CC du Pays de Pierrefontaine Vercel,CC
25219,Épenoy,242504181,CC du Pays de Pierrefontaine Vercel,CC
25220,Épeugney,242504330,CC du Canton de Quingey,CC
25221,Esnans,242504447,CC du Pays Baumois,CC
25222,Étalans,242504181,CC du Pays de Pierrefontaine Vercel,CC
25223,Éternoz,242500379,CC Amancey-Loue-Lison,CC
25224,Étouvans,242504389,CC des Trois Cantons,CC
25225,Étrabonne,242504421,CC du Val Saint Vitois,CC
25226,Étrappe,242500619,CC des Isles du Doubs,CC
25227,Étray,242504181,CC du Pays de Pierrefontaine Vercel,CC
25228,Étupes,242503886,CA du Pays de Montbéliard,CA
25229,Évillers,242504488,CC Altitude 800,CC
25230,Exincourt,242503886,CA du Pays de Montbéliard,CA
25231,Eysson,242504181,CC du Pays de Pierrefontaine Vercel,CC
25232,Faimbe,242500619,CC des Isles du Doubs,CC
25233,Fallerans,242504181,CC du Pays de Pierrefontaine Vercel,CC
25234,Ferrières-le-Lac,200023075,CC du Pays de Maîche,CC
25235,Ferrières-les-Bois,242504421,CC du Val Saint Vitois,CC
25236,Fertans,242500379,CC Amancey-Loue-Lison,CC
25237,Fesches-le-Châtel,242503886,CA du Pays de Montbéliard,CA
25238,Fessevillers,200023075,CC du Pays de Maîche,CC
25239,Feule,ZZZZZZZZZ,nd,nd
25240,Les Fins,242504116,CC du Val de Morteau,CC
25241,Flagey,242500379,CC Amancey-Loue-Lison,CC
25242,Flagey-Rigney,242504454,CC de la Bussière,CC
25243,Flangebouche,242504181,CC du Pays de Pierrefontaine Vercel,CC
25244,Fleurey,242504397,CC de Saint Hippolyte,CC
25245,Fontain,242500361,CA du Grand Besançon,CA
25246,Fontaine-lès-Clerval,200019008,CC du Pays de Clerval,CC
25247,Fontenelle-Montby,242504280,CC du Pays de Rougemont,CC
25248,Les Fontenelles,242504355,CC du Plateau de Russey,CC
25249,Fontenotte,242504447,CC du Pays Baumois,CC
25250,Foucherans,242504207,CC du Pays d'Ornans,CC
25251,Fourbanne,242504447,CC du Pays Baumois,CC
25252,Fourcatier-et-Maison-Neuve,242504215,CC du Mont d'Or et des deux Lacs,CC
25253,Fourg,242504330,CC du Canton de Quingey,CC
25254,Les Fourgs,242504215,CC du Mont d'Or et des deux Lacs,CC
25255,Fournet-Blancheroche,200023075,CC du Pays de Maîche,CC
25256,Frambouhans,200023075,CC du Pays de Maîche,CC
25257,Franey,242504504,CC des Rives de l'Ognon,CC
25258,Franois,242500361,CA du Grand Besançon,CA
25259,Frasne,242504496,CC du Plateau de Frasne et du Val de Drugeon,CC
25261,Froidevaux,242504397,CC de Saint Hippolyte,CC
25262,Fuans,242504181,CC du Pays de Pierrefontaine Vercel,CC
25263,Gellin,242504348,CC des Hauts du Doubs,CC
25264,Gémonval,242500619,CC des Isles du Doubs,CC
25265,Geneuille,242504413,CC du Val de la Dame Blanche,CC
25266,Geney,242500619,CC des Isles du Doubs,CC
25267,Gennes,242500361,CA du Grand Besançon,CA
25268,Germéfontaine,242504181,CC du Pays de Pierrefontaine Vercel,CC
25269,Germondans,242504454,CC de la Bussière,CC
25270,Gevresin,242504488,CC Altitude 800,CC
25271,Gilley,242500320,CC du Canton de Montbenoît,CC
25273,Glamondans,242504439,CC de Vaîte-Aigremont,CC
25274,Glay,242504462,CC des Balcons du Lomont,CC
25275,Glère,242504397,CC de Saint Hippolyte,CC
25276,Gondenans-Montby,242504280,CC du Pays de Rougemont,CC
25277,Gondenans-les-Moulins,242504280,CC du Pays de Rougemont,CC
25278,Gonsans,242504439,CC de Vaîte-Aigremont,CC
25279,Gouhelans,242504280,CC du Pays de Rougemont,CC
25280,Goumois,200023075,CC du Pays de Maîche,CC
25281,Goux-lès-Dambelin,ZZZZZZZZZ,nd,nd
25282,Goux-les-Usiers,242504488,CC Altitude 800,CC
25283,Goux-sous-Landet,242504330,CC du Canton de Quingey,CC
25284,Grand-Charmont,242503886,CA du Pays de Montbéliard,CA
25285,Grand'Combe-Châteleu,242504116,CC du Val de Morteau,CC
25286,Grand'Combe-des-Bois,242504355,CC du Plateau de Russey,CC
25287,Grandfontaine,242500361,CA du Grand Besançon,CA
25288,Fournets-Luisans,242504181,CC du Pays de Pierrefontaine Vercel,CC
25289,Grandfontaine-sur-Creuse,242504181,CC du Pays de Pierrefontaine Vercel,CC
25290,La Grange,242504470,CC entre Desoubre et Barbeche,CC
25293,Granges-Narboz,242500338,CC du Larmont,CC
25295,Les Grangettes,242504215,CC du Mont d'Or et des deux Lacs,CC
25296,Les Gras,242504116,CC du Val de Morteau,CC
25297,Le Gratteris,242500361,CA du Grand Besançon,CA
25298,Grosbois,242504447,CC du Pays Baumois,CC
25299,Guillon-les-Bains,242504447,CC du Pays Baumois,CC
25300,Guyans-Durnes,242504181,CC du Pays de Pierrefontaine Vercel,CC
25301,Guyans-Vennes,242504181,CC du Pays de Pierrefontaine Vercel,CC
25302,Hautepierre-le-Châtelet,242500668,CC des Premiers Sapins,CC
25303,Hauterive-la-Fresse,242500320,CC du Canton de Montbenoît,CC
25304,Hérimoncourt,242503886,CA du Pays de Montbéliard,CA
25305,L'Hôpital-du-Grosbois,242504207,CC du Pays d'Ornans,CC
25306,L'Hôpital-Saint-Lieffroy,200019008,CC du Pays de Clerval,CC
25307,Les Hôpitaux-Neufs,242504215,CC du Mont d'Or et des deux Lacs,CC
25308,Les Hôpitaux-Vieux,242504215,CC du Mont d'Or et des deux Lacs,CC
25309,Houtaud,242500338,CC du Larmont,CC
25310,Huanne-Montmartin,242504280,CC du Pays de Rougemont,CC
25311,Hyémondans,242500619,CC des Isles du Doubs,CC
25312,Hyèvre-Magny,242504447,CC du Pays Baumois,CC
25313,Hyèvre-Paroisse,242504447,CC du Pays Baumois,CC
25314,Indevillers,242504397,CC de Saint Hippolyte,CC
25315,L'Isle-sur-le-Doubs,242500619,CC des Isles du Doubs,CC
25316,Issans,242504363,CC de la Vallée du Rupt,CC
25317,Jallerange,242504504,CC des Rives de l'Ognon,CC
25318,Jougne,242504215,CC du Mont d'Or et des deux Lacs,CC
25319,Labergement-du-Navois,242500379,CC Amancey-Loue-Lison,CC
25320,Labergement-Sainte-Marie,242504215,CC du Mont d'Or et des deux Lacs,CC
25321,Villers-le-Lac,242504116,CC du Val de Morteau,CC
25322,Laire,242504363,CC de la Vallée du Rupt,CC
25323,Laissey,242504439,CC de Vaîte-Aigremont,CC
25324,Lanans,242504371,CC du Vallon de Sancey,CC
25325,Landresse,242504181,CC du Pays de Pierrefontaine Vercel,CC
25326,Lantenne-Vertière,242504421,CC du Val Saint Vitois,CC
25327,Lanthenans,242500619,CC des Isles du Doubs,CC
25328,Larnod,242500361,CA du Grand Besançon,CA
25329,Laval-le-Prieuré,242504355,CC du Plateau de Russey,CC
25330,Lavans-Quingey,242504330,CC du Canton de Quingey,CC
25331,Lavans-Vuillafans,242504207,CC du Pays d'Ornans,CC
25332,Lavernay,242504504,CC des Rives de l'Ognon,CC
25333,Laviron,242504181,CC du Pays de Pierrefontaine Vercel,CC
25334,Levier,242504488,CC Altitude 800,CC
25335,Liebvillers,242504397,CC de Saint Hippolyte,CC
25336,Liesle,242504330,CC du Canton de Quingey,CC
25338,Lizine,242500379,CC Amancey-Loue-Lison,CC
25339,Lods,242504207,CC du Pays d'Ornans,CC
25340,Lombard,242504330,CC du Canton de Quingey,CC
25341,Lomont-sur-Crête,242504447,CC du Pays Baumois,CC
25342,Longechaux,242504181,CC du Pays de Pierrefontaine Vercel,CC
25343,Longemaison,242504181,CC du Pays de Pierrefontaine Vercel,CC
25344,Longevelle-lès-Russey,242504470,CC entre Desoubre et Barbeche,CC
25345,Longevelle-sur-Doubs,242504389,CC des Trois Cantons,CC
25346,Longeville,242500379,CC Amancey-Loue-Lison,CC
25347,La Longeville,242500320,CC du Canton de Montbenoît,CC
25348,Longevilles-Mont-d'Or,242504215,CC du Mont d'Or et des deux Lacs,CC
25349,Loray,242504181,CC du Pays de Pierrefontaine Vercel,CC
25350,Lougres,242504389,CC des Trois Cantons,CC
25351,Le Luhier,242504355,CC du Plateau de Russey,CC
25354,Luxiol,242504447,CC du Pays Baumois,CC
25355,Magny-Châtelard,242504181,CC du Pays de Pierrefontaine Vercel,CC
25356,Maîche,200023075,CC du Pays de Maîche,CC
25357,Maisons-du-Bois-Lièvremont,242500320,CC du Canton de Montbenoît,CC
25359,Malans,242500379,CC Amancey-Loue-Lison,CC
25360,Malbrans,242504207,CC du Pays d'Ornans,CC
25361,Malbuisson,242504215,CC du Mont d'Or et des deux Lacs,CC
25362,Malpas,242504215,CC du Mont d'Or et des deux Lacs,CC
25364,Mamirolle,242500361,CA du Grand Besançon,CA
25365,Mancenans,242500619,CC des Isles du Doubs,CC
25366,Mancenans-Lizerne,200023075,CC du Pays de Maîche,CC
25367,Mandeure,242503886,CA du Pays de Montbéliard,CA
25368,Marchaux,242500361,CA du Grand Besançon,CA
25369,Marvelise,242500619,CC des Isles du Doubs,CC
25370,Mathay,242503886,CA du Pays de Montbéliard,CA
25371,Mazerolles-le-Salin,242500361,CA du Grand Besançon,CA
25372,Médière,242500619,CC des Isles du Doubs,CC
25373,Le Mémont,242504355,CC du Plateau de Russey,CC
25374,Mercey-le-Grand,242504421,CC du Val Saint Vitois,CC
25375,Mérey-sous-Montrond,242504207,CC du Pays d'Ornans,CC
25376,Mérey-Vieilley,242504413,CC du Val de la Dame Blanche,CC
25377,Mésandans,242504280,CC du Pays de Rougemont,CC
25378,Meslières,242504462,CC des Balcons du Lomont,CC
25379,Mesmay,242504330,CC du Canton de Quingey,CC
25380,Métabief,242504215,CC du Mont d'Or et des deux Lacs,CC
25381,Miserey-Salines,242500361,CA du Grand Besançon,CA
25382,Moncey,242504413,CC du Val de la Dame Blanche,CC
25383,Moncley,242504504,CC des Rives de l'Ognon,CC
25384,Mondon,242504280,CC du Pays de Rougemont,CC
25385,Montagney-Servigney,242504280,CC du Pays de Rougemont,CC
25386,Montancy,242504397,CC de Saint Hippolyte,CC
25387,Montandon,242504397,CC de Saint Hippolyte,CC
25388,Montbéliard,242503886,CA du Pays de Montbéliard,CA
25389,Montbéliardot,242504355,CC du Plateau de Russey,CC
25390,Montbenoît,242500320,CC du Canton de Montbenoît,CC
25391,Mont-de-Laval,242504355,CC du Plateau de Russey,CC
25392,Mont-de-Vougney,200023075,CC du Pays de Maîche,CC
25393,Montécheroux,242504397,CC de Saint Hippolyte,CC
25394,Montenois,242504389,CC des Trois Cantons,CC
25395,Montfaucon,242500361,CA du Grand Besançon,CA
25397,Montferrand-le-Château,242500361,CA du Grand Besançon,CA
25398,Montflovin,242500320,CC du Canton de Montbenoît,CC
25399,Montfort,242504330,CC du Canton de Quingey,CC
25400,Montgesoye,242504207,CC du Pays d'Ornans,CC
25401,Montivernage,242504447,CC du Pays Baumois,CC
25402,Montjoie-le-Château,242504397,CC de Saint Hippolyte,CC
25403,Montlebon,242504116,CC du Val de Morteau,CC
25404,Montmahoux,242500379,CC Amancey-Loue-Lison,CC
25405,Montperreux,242504215,CC du Mont d'Or et des deux Lacs,CC
25406,Montrond-le-Château,242504330,CC du Canton de Quingey,CC
25408,Montussaint,242504280,CC du Pays de Rougemont,CC
25410,Morre,242500361,CA du Grand Besançon,CA
25411,Morteau,242504116,CC du Val de Morteau,CC
25413,Mouthe,242504348,CC des Hauts du Doubs,CC
25414,Le Moutherot,242504504,CC des Rives de l'Ognon,CC
25415,Mouthier-Haute-Pierre,242504207,CC du Pays d'Ornans,CC
25416,Myon,242504330,CC du Canton de Quingey,CC
25417,Naisey-les-Granges,242504439,CC de Vaîte-Aigremont,CC
25418,Nancray,242500361,CA du Grand Besançon,CA
25419,Nans,242504280,CC du Pays de Rougemont,CC
25420,Nans-sous-Sainte-Anne,242500379,CC Amancey-Loue-Lison,CC
25421,Narbief,242504355,CC du Plateau de Russey,CC
25422,Neuchâtel-Urtière,ZZZZZZZZZ,nd,nd
25424,Nods,242500668,CC des Premiers Sapins,CC
25425,Noël-Cerneux,242504355,CC du Plateau de Russey,CC
25426,Noirefontaine,ZZZZZZZZZ,nd,nd
25427,Noironte,242500361,CA du Grand Besançon,CA
25428,Nommay,242503886,CA du Pays de Montbéliard,CA
25429,Novillars,242500361,CA du Grand Besançon,CA
25430,Ollans,242504454,CC de la Bussière,CC
25431,Onans,242500619,CC des Isles du Doubs,CC
25432,Orchamps-Vennes,242504181,CC du Pays de Pierrefontaine Vercel,CC
25433,Orgeans-Blanchefontaine,200023075,CC du Pays de Maîche,CC
25434,Ornans,242504207,CC du Pays d'Ornans,CC
25435,Orsans,242504181,CC du Pays de Pierrefontaine Vercel,CC
25436,Orve,242504371,CC du Vallon de Sancey,CC
25437,Osse,242504439,CC de Vaîte-Aigremont,CC
25438,Osselle,242500361,CA du Grand Besançon,CA
25439,Ougney-Douvot,242504439,CC de Vaîte-Aigremont,CC
25440,Ouhans,242500320,CC du Canton de Montbenoît,CC
25441,Ouvans,242504181,CC du Pays de Pierrefontaine Vercel,CC
25442,Oye-et-Pallet,242504215,CC du Mont d'Or et des deux Lacs,CC
25443,Palantine,242504330,CC du Canton de Quingey,CC
25444,Palise,242504413,CC du Val de la Dame Blanche,CC
25445,Paroy,242504330,CC du Canton de Quingey,CC
25446,Passavant,242504447,CC du Pays Baumois,CC
25447,Passonfontaine,242504181,CC du Pays de Pierrefontaine Vercel,CC
25448,Pelousey,242500361,CA du Grand Besançon,CA
25449,Péseux,242504470,CC entre Desoubre et Barbeche,CC
25450,Pessans,242504330,CC du Canton de Quingey,CC
25451,Petite-Chaux,242504348,CC des Hauts du Doubs,CC
25452,Pierrefontaine-lès-Blamont,242504462,CC des Balcons du Lomont,CC
25453,Pierrefontaine-les-Varans,242504181,CC du Pays de Pierrefontaine Vercel,CC
25454,Pirey,242500361,CA du Grand Besançon,CA
25455,Placey,242504504,CC des Rives de l'Ognon,CC
25456,Plaimbois-du-Miroir,242504355,CC du Plateau de Russey,CC
25457,Plaimbois-Vennes,242504181,CC du Pays de Pierrefontaine Vercel,CC
25458,Les Plains-et-Grands-Essarts,242504397,CC de Saint Hippolyte,CC
25459,La Planée,242504215,CC du Mont d'Or et des deux Lacs,CC
25460,Pointvillers,242504330,CC du Canton de Quingey,CC
25461,Pompierre-sur-Doubs,200019008,CC du Pays de Clerval,CC
25462,Pontarlier,242500338,CC du Larmont,CC
25463,Pont-de-Roide,ZZZZZZZZZ,nd,nd
25464,Les Pontets,242504348,CC des Hauts du Doubs,CC
25465,Pont-les-Moulins,242504447,CC du Pays Baumois,CC
25466,Pouilley-Français,242504421,CC du Val Saint Vitois,CC
25467,Pouilley-les-Vignes,242500361,CA du Grand Besançon,CA
25468,Pouligney-Lusans,242504439,CC de Vaîte-Aigremont,CC
25469,Présentevillers,242504363,CC de la Vallée du Rupt,CC
25470,La Prétière,242500619,CC des Isles du Doubs,CC
25471,Provenchère,242504470,CC entre Desoubre et Barbeche,CC
25472,Puessans,242504280,CC du Pays de Rougemont,CC
25473,Pugey,242500361,CA du Grand Besançon,CA
25474,Le Puy,242504439,CC de Vaîte-Aigremont,CC
25475,Quingey,242504330,CC du Canton de Quingey,CC
25476,Rahon,242504371,CC du Vallon de Sancey,CC
25477,Rancenay,242500361,CA du Grand Besançon,CA
25478,Randevillers,242504371,CC du Vallon de Sancey,CC
25479,Rang,242500619,CC des Isles du Doubs,CC
25480,Rantechaux,242500668,CC des Premiers Sapins,CC
25481,Raynans,242504363,CC de la Vallée du Rupt,CC
25482,Recologne,242504504,CC des Rives de l'Ognon,CC
25483,Reculfoz,242504348,CC des Hauts du Doubs,CC
25485,Rémondans-Vaivre,ZZZZZZZZZ,nd,nd
25486,Remoray-Boujeons,242504215,CC du Mont d'Or et des deux Lacs,CC
25487,Renédale,242500320,CC du Canton de Montbenoît,CC
25488,Rennes-sur-Loue,242504330,CC du Canton de Quingey,CC
25489,Reugney,242500379,CC Amancey-Loue-Lison,CC
25490,Rigney,242504454,CC de la Bussière,CC
25491,Rignosot,242504454,CC de la Bussière,CC
25492,Rillans,242504280,CC du Pays de Rougemont,CC
25493,La Rivière-Drugeon,242504496,CC du Plateau de Frasne et du Val de Drugeon,CC
25494,Rochejean,242504215,CC du Mont d'Or et des deux Lacs,CC
25495,Roche-lez-Beaupré,242500361,CA du Grand Besançon,CA
25496,Roche-lès-Clerval,200019008,CC du Pays de Clerval,CC
25497,Roches-lès-Blamont,242504462,CC des Balcons du Lomont,CC
25498,Rognon,242504280,CC du Pays de Rougemont,CC
25499,Romain,242504280,CC du Pays de Rougemont,CC
25500,Ronchaux,242504330,CC du Canton de Quingey,CC
25501,Rondefontaine,242504348,CC des Hauts du Doubs,CC
25502,Roset-Fluans,242504421,CC du Val Saint Vitois,CC
25503,Rosières-sur-Barbèche,242504470,CC entre Desoubre et Barbeche,CC
25504,Rosureux,242504470,CC entre Desoubre et Barbeche,CC
25505,Rougemont,242504280,CC du Pays de Rougemont,CC
25506,Rougemontot,242504454,CC de la Bussière,CC
25507,Rouhe,242504330,CC du Canton de Quingey,CC
25508,Roulans,242504439,CC de Vaîte-Aigremont,CC
25509,Routelle,242500361,CA du Grand Besançon,CA
25510,Ruffey-le-Château,242504504,CC des Rives de l'Ognon,CC
25511,Rurey,242504330,CC du Canton de Quingey,CC
25512,Le Russey,242504355,CC du Plateau de Russey,CC
25513,Sainte-Anne,242500379,CC Amancey-Loue-Lison,CC
25514,Saint-Antoine,242504215,CC du Mont d'Or et des deux Lacs,CC
25515,Sainte-Colombe,242500338,CC du Larmont,CC
25516,Saint-Georges-Armont,200019008,CC du Pays de Clerval,CC
25517,Saint-Gorgon-Main,242500320,CC du Canton de Montbenoît,CC
25518,Saint-Hilaire,242504439,CC de Vaîte-Aigremont,CC
25519,Saint-Hippolyte,242504397,CC de Saint Hippolyte,CC
25520,Saint-Juan,242504447,CC du Pays Baumois,CC
25521,Saint-Julien-lès-Montbéliard,242504363,CC de la Vallée du Rupt,CC
25522,Saint-Julien-lès-Russey,242504355,CC du Plateau de Russey,CC
25523,Sainte-Marie,242504363,CC de la Vallée du Rupt,CC
25524,Saint-Maurice-Colombier,242504389,CC des Trois Cantons,CC
25525,Saint-Point-Lac,242504215,CC du Mont d'Or et des deux Lacs,CC
25526,Sainte-Suzanne,242503886,CA du Pays de Montbéliard,CA
25527,Saint-Vit,242504421,CC du Val Saint Vitois,CC
25528,Samson,242504330,CC du Canton de Quingey,CC
25529,Sancey-le-Grand,242504371,CC du Vallon de Sancey,CC
25530,Sancey-le-Long,242504371,CC du Vallon de Sancey,CC
25531,Santoche,200019008,CC du Pays de Clerval,CC
25532,Saône,242500361,CA du Grand Besançon,CA
25533,Saraz,242500379,CC Amancey-Loue-Lison,CC
25534,Sarrageois,242504348,CC des Hauts du Doubs,CC
25535,Saules,242504207,CC du Pays d'Ornans,CC
25536,Sauvagney,242504504,CC des Rives de l'Ognon,CC
25537,Scey-Maisières,242504207,CC du Pays d'Ornans,CC
25538,Séchin,242504439,CC de Vaîte-Aigremont,CC
25539,Seloncourt,242503886,CA du Pays de Montbéliard,CA
25540,Semondans,242504363,CC de la Vallée du Rupt,CC
25541,Septfontaines,242504488,CC Altitude 800,CC
25542,Serre-les-Sapins,242500361,CA du Grand Besançon,CA
25544,Servin,242504371,CC du Vallon de Sancey,CC
25545,Silley-Amancey,242500379,CC Amancey-Loue-Lison,CC
25546,Silley-Bléfond,242504447,CC du Pays Baumois,CC
25547,Sochaux,242503886,CA du Pays de Montbéliard,CA
25548,Solemont,ZZZZZZZZZ,nd,nd
25549,Sombacour,242504488,CC Altitude 800,CC
25550,La Sommette,242504181,CC du Pays de Pierrefontaine Vercel,CC
25551,Soulce-Cernay,242504397,CC de Saint Hippolyte,CC
25552,Sourans,242500619,CC des Isles du Doubs,CC
25553,Soye,242500619,CC des Isles du Doubs,CC
25554,Surmont,242504371,CC du Vallon de Sancey,CC
25555,Taillecourt,242503886,CA du Pays de Montbéliard,CA
25556,Tallans,242504280,CC du Pays de Rougemont,CC
25557,Tallenay,242500361,CA du Grand Besançon,CA
25558,Tarcenay,242504207,CC du Pays d'Ornans,CC
25559,Thiébouhans,200023075,CC du Pays de Maîche,CC
25560,Thise,242500361,CA du Grand Besançon,CA
25561,Thoraise,242500361,CA du Grand Besançon,CA
25562,Thulay,242504462,CC des Balcons du Lomont,CC
25563,Thurey-le-Mont,242504413,CC du Val de la Dame Blanche,CC
25564,Torpes,242500361,CA du Grand Besançon,CA
25565,Touillon-et-Loutelet,242504215,CC du Mont d'Or et des deux Lacs,CC
25566,La Tour-de-Sçay,242504454,CC de la Bussière,CC
25567,Tournans,242504280,CC du Pays de Rougemont,CC
25569,Trépot,242504207,CC du Pays d'Ornans,CC
25570,Tressandans,247000714,CC du Pays de Villersexel,CC
25571,Trévillers,200023075,CC du Pays de Maîche,CC
25572,Trouvans,242504280,CC du Pays de Rougemont,CC
25573,Urtière,200023075,CC du Pays de Maîche,CC
25574,Uzelle,242504280,CC du Pays de Rougemont,CC
25575,Vaire-Arcier,242500361,CA du Grand Besançon,CA
25576,Vaire-le-Petit,242500361,CA du Grand Besançon,CA
25578,Valdahon,242504181,CC du Pays de Pierrefontaine Vercel,CC
25579,Val-de-Roulans,242504439,CC de Vaîte-Aigremont,CC
25580,Valentigney,242503886,CA du Pays de Montbéliard,CA
25582,Valleroy,242504413,CC du Val de la Dame Blanche,CC
25583,Valonne,ZZZZZZZZZ,nd,nd
25584,Valoreille,242504397,CC de Saint Hippolyte,CC
25585,Vanclans,242500668,CC des Premiers Sapins,CC
25586,Vandoncourt,242503886,CA du Pays de Montbéliard,CA
25587,Vauchamps,242504439,CC de Vaîte-Aigremont,CC
25588,Vaucluse,242504470,CC entre Desoubre et Barbeche,CC
25589,Vauclusotte,242504470,CC entre Desoubre et Barbeche,CC
25590,Vaudrivillers,242504371,CC du Vallon de Sancey,CC
25591,Vaufrey,242504397,CC de Saint Hippolyte,CC
25592,Vaux-et-Chantegrue,242504496,CC du Plateau de Frasne et du Val de Drugeon,CC
25593,Vaux-les-Prés,242500361,CA du Grand Besançon,CA
25594,Velesmes-Essarts,242504421,CC du Val Saint Vitois,CC
25595,Vellerot-lès-Belvoir,242504371,CC du Vallon de Sancey,CC
25596,Vellerot-lès-Vercel,242504181,CC du Pays de Pierrefontaine Vercel,CC
25597,Vellevans,242504371,CC du Vallon de Sancey,CC
25598,Venise,242504413,CC du Val de la Dame Blanche,CC
25599,Vennans,242504439,CC de Vaîte-Aigremont,CC
25600,Vennes,242504181,CC du Pays de Pierrefontaine Vercel,CC
25601,Vercel-Villedieu-le-Camp,242504181,CC du Pays de Pierrefontaine Vercel,CC
25602,Vergranne,242504447,CC du Pays Baumois,CC
25604,Verne,242504447,CC du Pays Baumois,CC
25605,Vernierfontaine,242504181,CC du Pays de Pierrefontaine Vercel,CC
25607,Vernois-lès-Belvoir,242504371,CC du Vallon de Sancey,CC
25608,Le Vernoy,242504363,CC de la Vallée du Rupt,CC
25609,Verrières-de-Joux,242500338,CC du Larmont,CC
25610,Verrières-du-Grosbois,242504181,CC du Pays de Pierrefontaine Vercel,CC
25611,La Vèze,242500361,CA du Grand Besançon,CA
25612,Vieilley,242504413,CC du Val de la Dame Blanche,CC
25613,Viéthorey,242504280,CC du Pays de Rougemont,CC
25614,Vieux-Charmont,242503886,CA du Pays de Montbéliard,CA
25615,Villars-lès-Blamont,242504462,CC des Balcons du Lomont,CC
25616,Villars-Saint-Georges,242504421,CC du Val Saint Vitois,CC
25617,Villars-sous-Dampjoux,ZZZZZZZZZ,nd,nd
25618,Villars-sous-Écot,242504389,CC des Trois Cantons,CC
25619,Les Villedieu,242504348,CC des Hauts du Doubs,CC
25620,Ville-du-Pont,242500320,CC du Canton de Montbenoît,CC
